entityId;key;ts;value;datetime
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759236584310;30.1;2025-09-30 14:49:44.310000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759235384586;30.2;2025-09-30 14:29:44.586000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759234184819;30;2025-09-30 14:09:44.819000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759232985257;30.2;2025-09-30 13:49:45.257000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759231785369;30.1;2025-09-30 13:29:45.369000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759230585588;30.2;2025-09-30 13:09:45.588000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759229385896;30.2;2025-09-30 12:49:45.896000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759228186133;30.5;2025-09-30 12:29:46.133000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759226986359;30.6;2025-09-30 12:09:46.359000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759225786688;30.8;2025-09-30 11:49:46.688000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759224586955;30.8;2025-09-30 11:29:46.955000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759223387212;31;2025-09-30 11:09:47.212000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759222187483;31.1;2025-09-30 10:49:47.483000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759220987723;31.3;2025-09-30 10:29:47.723000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759219788008;31.5;2025-09-30 10:09:48.008000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759218588237;31.5;2025-09-30 09:49:48.237000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759217388512;31.9;2025-09-30 09:29:48.512000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759216188777;32.2;2025-09-30 09:09:48.777000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759214989052;31.7;2025-09-30 08:49:49.052000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759213789300;31.9;2025-09-30 08:29:49.300000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759212589545;32;2025-09-30 08:09:49.545000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759211389815;32.3;2025-09-30 07:49:49.815000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759210190098;32.3;2025-09-30 07:29:50.098000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759208990345;32.3;2025-09-30 07:09:50.345000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759207790625;32.1;2025-09-30 06:49:50.625000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759206590877;31.9;2025-09-30 06:29:50.877000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759205391084;31.9;2025-09-30 06:09:51.084000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759204191383;31.9;2025-09-30 05:49:51.383000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759202991662;32.2;2025-09-30 05:29:51.662000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759201791943;31.9;2025-09-30 05:09:51.943000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759200592181;32.3;2025-09-30 04:49:52.181000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759199392453;31.9;2025-09-30 04:29:52.453000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759198192708;31.9;2025-09-30 04:09:52.708000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759196992947;32.2;2025-09-30 03:49:52.947000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759195793089;32;2025-09-30 03:29:53.089000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759194593489;31.9;2025-09-30 03:09:53.489000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759193393749;31.7;2025-09-30 02:49:53.749000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759192194038;32;2025-09-30 02:29:54.038000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759190994266;32;2025-09-30 02:09:54.266000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759189794534;32;2025-09-30 01:49:54.534000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759188594818;32.2;2025-09-30 01:29:54.818000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759187395036;32.3;2025-09-30 01:09:55.036000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759186195318;31.9;2025-09-30 00:49:55.318000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759184995572;32;2025-09-30 00:29:55.572000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;temperature;1759183795862;32;2025-09-30 00:09:55.862000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759253380607;57.2;2025-09-30 19:29:40.607000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759252180862;59;2025-09-30 19:09:40.862000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759250981114;58.3;2025-09-30 18:49:41.114000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759249781399;61.7;2025-09-30 18:29:41.399000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759248581658;63.7;2025-09-30 18:09:41.658000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759247381913;67.2;2025-09-30 17:49:41.913000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759246182185;62.8;2025-09-30 17:29:42.185000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759244982443;65.7;2025-09-30 17:09:42.443000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759243782721;62.3;2025-09-30 16:49:42.721000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759242582978;64.8;2025-09-30 16:29:42.978000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759241383243;64.3;2025-09-30 16:09:43.243000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759240183513;64;2025-09-30 15:49:43.513000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759238983745;61;2025-09-30 15:29:43.745000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759237784027;67.1;2025-09-30 15:09:44.027000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759236584310;67.4;2025-09-30 14:49:44.310000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759235384586;73.4;2025-09-30 14:29:44.586000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759234184819;67.9;2025-09-30 14:09:44.819000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759232985257;69;2025-09-30 13:49:45.257000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759231785369;70.2;2025-09-30 13:29:45.369000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759230585588;70.4;2025-09-30 13:09:45.588000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759229385896;68.2;2025-09-30 12:49:45.896000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759228186133;62.4;2025-09-30 12:29:46.133000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759226986359;63.7;2025-09-30 12:09:46.359000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759225786688;65.1;2025-09-30 11:49:46.688000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759224586955;64.5;2025-09-30 11:29:46.955000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759223387212;63.7;2025-09-30 11:09:47.212000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759222187483;61.5;2025-09-30 10:49:47.483000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759220987723;59.4;2025-09-30 10:29:47.723000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759219788008;60;2025-09-30 10:09:48.008000+02:00
