entityId;key;ts;value;datetime
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759253871581;0;2025-09-30 19:37:51.581000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759253267308;0;2025-09-30 19:27:47.308000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759252663050;92;2025-09-30 19:17:43.050000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759252058764;287;2025-09-30 19:07:38.764000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759251454477;581;2025-09-30 18:57:34.477000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759250850168;1244;2025-09-30 18:47:30.168000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759250245877;2361;2025-09-30 18:37:25.877000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759249641597;2939;2025-09-30 18:27:21.597000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759249042434;3070;2025-09-30 18:17:22.434000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759249022212;3070;2025-09-30 18:17:02.212000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759248417929;5282;2025-09-30 18:06:57.929000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759247813650;6436;2025-09-30 17:56:53.650000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759247209370;7269;2025-09-30 17:46:49.370000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759246605086;6061;2025-09-30 17:36:45.086000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759246000811;5056;2025-09-30 17:26:40.811000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759245396522;6122;2025-09-30 17:16:36.522000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759244792266;9180;2025-09-30 17:06:32.266000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759244187959;11217;2025-09-30 16:56:27.959000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759243583690;10256;2025-09-30 16:46:23.690000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759242979396;9360;2025-09-30 16:36:19.396000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759242374969;16683;2025-09-30 16:26:14.969000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759241770711;41246;2025-09-30 16:16:10.711000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759241166437;17236;2025-09-30 16:06:06.437000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759240562138;12348;2025-09-30 15:56:02.138000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759239957851;12172;2025-09-30 15:45:57.851000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759239353572;13683;2025-09-30 15:35:53.572000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759238749302;12216;2025-09-30 15:25:49.302000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759238145014;15500;2025-09-30 15:15:45.014000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759237540736;10903;2025-09-30 15:05:40.736000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759236936438;15478;2025-09-30 14:55:36.438000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759236332158;64509;2025-09-30 14:45:32.158000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759235727884;23797;2025-09-30 14:35:27.884000+02:00
cb45a700-fa97-11ef-9d11-f54d6a2753bf;lightIntensity;1759235712788;23797;2025-09-30 14:35:12.788000+02:00
